0,1644.1,1650.4,1629.5,1668.8
0,1141.3,1124.5,1272.4,1264.5
0,1431,1440.4,1573,1732.1
0,1002.8,1019.1,1207,1196.1
0,1250.7,1270.8,1264.6,1377.1
0,1049.1,957.54,1130.6,1051.8
0,1238.2,1316.9,1371.2,1502.7
0,896.08,873.42,1023.3,961.63
0,1314.2,1312.8,1554.5,1551.7
0,1386.6,1183.9,1437,1436.2
0,1072,971.49,1090.1,1093.9
0,981,1059.2,1076.2,1138.9
0,1201.6,1232.7,1427.3,1530
0,1076.1,999.66,1146.3,1147.3
0,921.17,893.69,947.53,959.71
0,1274.6,1232.9,1341,1331.6
0,1941.1,1674.9,1565.5,1669
0,992.88,910.88,1060.3,1006.9
0,1433.2,1406.9,1472,1476.2
0,1098.5,946.76,1105.2,1120.3
0,1112.2,1161.6,1270.6,1260.5
0,1244,1245.1,1361,1243.7
0,891.33,1009.6,1090.7,1160.3
0,940.42,932.96,1022.9,1061.4
0,881.5,987.07,944.31,963.85
0,1426.3,1385.5,1489,1612.1
0,1082.2,1115.6,1176.7,1179.3
0,1411.5,1408,1602.3,1601.3
0,1317.4,1250,1432.1,1474.7
0,1370.5,1410.2,1547,1639.1
1,1109.9,1400.2,1470.6,1427.8
1,1406.2,1647.4,1595,1688.9
1,864.99,969.6,1027.4,1118.7
1,1261.6,1292.5,1329.1,1332.9
1,1351.8,1480.3,1473.2,1647.8
1,1206.1,1217,1280.6,1297
1,1149.2,1214.3,1290,1313.9
1,1079.6,1090.3,1152,1279.4
1,1358.4,1634.8,1399.5,1620.8
1,1627.4,1557.6,1734.5,1596.9
1,1294.1,1424.9,1456.1,1392
1,1398.8,1313.1,1331.1,1473.6
1,1446.4,1521.4,1438.2,1524.3
1,1175.1,1394.2,1355.4,1441.3
1,1267.1,1724.3,1494.8,1545.4
1,2826.2,2860.5,3057.3,2972.4
1,1517.1,1746.4,1527.3,1626.4
1,1535,1744.9,1532.7,1743.3
1,1023,1097.7,1142.2,1156.2
1,971.18,996.02,1085,1108.8
1,1318.7,1469.4,1407.6,1445.2
1,1053.4,1175.2,1266.2,1353.6
1,1044.4,1206.3,1185.3,1307.2
1,1270.4,1351.9,1301.1,1476.9
1,1372.5,1600,1499.2,1660.3
1,1270.2,1312.9,1379.1,1309
1,1484.6,1414.7,1429.3,1476.8
1,1139.2,1163,1275,1304.1
1,1072.1,1136.4,1139.7,1257.6
1,1150.8,1091.7,1142.1,1170.2
